Year,Motherboard_Model,CPU,GPU,RAM_GB,Storage_GB,Price_PHP
2024,ASRock X570 Phantom,Intel i9-12900K,RTX 3070,64,512,91596.96
2021,ASRock X570 Phantom,AMD Ryzen 5 5600X,RX 7900 XTX,16,1024,64839.6
2021,Gigabyte B660M DS3H,Intel i9-12900K,RTX 3080,32,2048,75479.04
2022,Gigabyte B660M DS3H,Intel i9-12900K,RTX 3080,64,2048,99930.88
2020,ASUS TUF Gaming B660M,Intel i7-12700K,RX 7900 XTX,16,512,64546.72
2024,ASRock X570 Phantom,AMD Ryzen 7 5800X,RTX 3080,32,2048,81030.88
2022,ASUS TUF Gaming B660M,AMD Ryzen 9 5950X,RX 7900 XTX,64,1024,115737.44
2020,Gigabyte B660M DS3H,AMD Ryzen 7 5800X,RTX 3080,16,512,56730.8
2021,ASUS ROG STRIX B550-F,Intel i9-12900K,RTX 3080,32,1024,74673.76
2022,MSI MPG Z690 EDGE,Intel i5-11400F,RTX 3070,16,2048,40704.16
2021,ASRock X570 Phantom,AMD Ryzen 7 5800X,RX 6700 XT,64,2048,73374.56
2024,ASRock X570 Phantom,AMD Ryzen 7 5800X,RX 7900 XTX,16,1024,88286.24
2023,Gigabyte B660M DS3H,Intel i5-11400F,RTX 3070,16,1024,38713.36
2022,MSI MPG Z690 EDGE,AMD Ryzen 9 5950X,RTX 3080,16,1024,70955.36
2024,ASUS TUF Gaming B660M,Intel i9-12900K,RTX 3070,64,1024,92856.4
2020,ASUS TUF Gaming B660M,Intel i5-11400F,RTX 3070,16,2048,37642.08
2021,MSI MPG Z690 EDGE,Intel i7-12700K,RTX 3080,16,512,56553.84
2021,ASUS TUF Gaming B660M,AMD Ryzen 5 5600X,RX 7900 XTX,16,512,62219.36
2020,ASRock X570 Phantom,AMD Ryzen 5 5600X,RTX 3060,16,512,25962.72
2020,ASRock X570 Phantom,AMD Ryzen 7 5800X,RX 6700 XT,16,1024,37235.52
2020,Gigabyte B660M DS3H,Intel i5-11400F,RTX 3060,32,2048,36631.84
2020,MSI MAG B550 Tomahawk,Intel i5-11400F,RX 6700 XT,16,2048,36904.56
2021,MSI MAG B550 Tomahawk,AMD Ryzen 9 5950X,RTX 3080,16,512,64121.12
2021,MSI MAG B550 Tomahawk,Intel i9-12900K,RX 6700 XT,32,1024,62764.24
2021,ASRock X570 Phantom,AMD Ryzen 9 5950X,RX 6700 XT,16,2048,56413.84
2024,MSI MAG B550 Tomahawk,Intel i5-11400F,RX 6700 XT,16,2048,43278.48
2021,Gigabyte B660M DS3H,Intel i7-12700K,RTX 3080,16,2048,65357.04
2020,MSI MAG B550 Tomahawk,Intel i5-11400F,RTX 3070,64,2048,59664.64
2023,ASUS TUF Gaming B660M,AMD Ryzen 9 5950X,RX 6700 XT,16,1024,52783.92
2020,ASUS ROG STRIX B550-F,Intel i9-12900K,RTX 4090,32,512,107770.88
2024,ASUS ROG STRIX B550-F,AMD Ryzen 5 5600X,RTX 3060,32,512,43541.68
2023,ASUS ROG STRIX B550-F,AMD Ryzen 7 5800X,RTX 3070,32,1024,59627.68
2022,ASUS ROG STRIX B550-F,AMD Ryzen 9 5950X,RTX 3060,16,1024,56566.16
2023,MSI MAG B550 Tomahawk,AMD Ryzen 5 5600X,RTX 3080,32,2048,68377.68
2022,ASUS ROG STRIX B550-F,AMD Ryzen 5 5600X,RTX 3070,64,1024,68009.76
2022,ASUS TUF Gaming B660M,Intel i7-12700K,RTX 3060,32,2048,57141.84
2022,ASRock X570 Phantom,Intel i5-11400F,RX 7900 XTX,32,2048,85850.24
2020,ASUS ROG STRIX B550-F,AMD Ryzen 5 5600X,RX 6700 XT,64,2048,66929.52
2020,ASRock X570 Phantom,Intel i7-12700K,RTX 4090,32,2048,115604.72
2024,MSI MAG B550 Tomahawk,AMD Ryzen 9 5950X,RTX 3070,16,1024,69618.08
2021,ASUS TUF Gaming B660M,Intel i7-12700K,RX 6700 XT,32,512,49099.12
2021,ASUS TUF Gaming B660M,AMD Ryzen 9 5950X,RTX 4090,32,2048,130611.6
2024,ASUS ROG STRIX B550-F,Intel i9-12900K,RX 7900 XTX,32,1024,102183.2
2023,MSI MAG B550 Tomahawk,AMD Ryzen 7 5800X,RTX 4090,32,2048,128194.08
2022,ASRock X570 Phantom,AMD Ryzen 5 5600X,RTX 3060,16,1024,30206.96
2023,ASUS TUF Gaming B660M,Intel i7-12700K,RX 7900 XTX,16,512,77343.84
2020,ASUS TUF Gaming B660M,Intel i5-11400F,RTX 3060,32,2048,36587.6
2020,ASUS ROG STRIX B550-F,AMD Ryzen 5 5600X,RX 6700 XT,64,1024,58030.56
2021,MSI MAG B550 Tomahawk,AMD Ryzen 7 5800X,RX 6700 XT,16,512,41773.76
2024,Gigabyte B660M DS3H,AMD Ryzen 5 5600X,RTX 3070,32,2048,61687.92
2023,ASRock X570 Phantom,AMD Ryzen 7 5800X,RTX 3080,64,1024,95285.12
2024,MSI MPG Z690 EDGE,Intel i5-11400F,RTX 3060,32,512,33779.2
2023,MSI MPG Z690 EDGE,Intel i9-12900K,RTX 4090,32,1024,132686.4
2020,ASRock X570 Phantom,Intel i7-12700K,RX 6700 XT,64,1024,61510.4
2021,ASUS TUF Gaming B660M,AMD Ryzen 5 5600X,RTX 3070,32,2048,47614.56
2023,ASRock X570 Phantom,Intel i5-11400F,RX 6700 XT,64,1024,62093.92
2024,ASUS ROG STRIX B550-F,AMD Ryzen 7 5800X,RX 6700 XT,32,1024,57923.6
2024,MSI MPG Z690 EDGE,AMD Ryzen 7 5800X,RTX 3060,32,1024,56440.16
2023,ASRock X570 Phantom,AMD Ryzen 5 5600X,RX 6700 XT,64,1024,66974.32
2022,ASUS ROG STRIX B550-F,Intel i5-11400F,RTX 3060,64,512,48114.08
2021,Gigabyte B660M DS3H,Intel i9-12900K,RX 7900 XTX,64,512,108412.64
2022,ASRock X570 Phantom,Intel i5-11400F,RTX 4090,32,1024,110929.84
2023,ASRock X570 Phantom,Intel i5-11400F,RX 7900 XTX,16,512,67921.28
2021,MSI MAG B550 Tomahawk,Intel i9-12900K,RX 6700 XT,16,2048,54292
2020,MSI MAG B550 Tomahawk,Intel i5-11400F,RTX 3080,16,512,39453.68
2024,MSI MAG B550 Tomahawk,Intel i5-11400F,RTX 4090,64,1024,137235.28
2024,ASRock X570 Phantom,AMD Ryzen 5 5600X,RTX 3080,16,2048,66913.84
2023,ASUS ROG STRIX B550-F,Intel i5-11400F,RTX 3080,32,2048,72352.56
2023,Gigabyte B660M DS3H,AMD Ryzen 7 5800X,RTX 3060,32,512,51013.2
2021,MSI MPG Z690 EDGE,AMD Ryzen 5 5600X,RX 6700 XT,64,1024,57602.72
2021,ASUS TUF Gaming B660M,Intel i9-12900K,RTX 3080,32,512,67764.48
2023,Gigabyte B660M DS3H,Intel i5-11400F,RX 6700 XT,16,1024,35050.4
2022,Gigabyte B660M DS3H,Intel i9-12900K,RX 6700 XT,32,512,53156.88
2024,MSI MAG B550 Tomahawk,Intel i5-11400F,RX 7900 XTX,64,512,99709.12
2024,Gigabyte B660M DS3H,Intel i9-12900K,RTX 3060,64,2048,86485.84
2023,Gigabyte B660M DS3H,Intel i7-12700K,RTX 3080,16,2048,68076.4
2022,ASRock X570 Phantom,Intel i9-12900K,RTX 4090,64,2048,145388.32
2022,MSI MAG B550 Tomahawk,AMD Ryzen 5 5600X,RTX 4090,32,2048,117303.76
2024,MSI MPG Z690 EDGE,AMD Ryzen 9 5950X,RX 6700 XT,16,512,56094.08
2024,ASUS ROG STRIX B550-F,AMD Ryzen 7 5800X,RTX 4090,16,2048,124236.56
2023,ASRock X570 Phantom,AMD Ryzen 9 5950X,RX 6700 XT,64,1024,77341.04
2024,ASUS ROG STRIX B550-F,AMD Ryzen 9 5950X,RTX 3060,64,512,80542.56
2022,ASUS ROG STRIX B550-F,Intel i7-12700K,RTX 3070,16,2048,59978.8
2022,ASUS ROG STRIX B550-F,AMD Ryzen 5 5600X,RTX 3080,16,2048,62409.2
2021,MSI MPG Z690 EDGE,Intel i9-12900K,RTX 3080,64,512,86301.6
2022,Gigabyte B660M DS3H,AMD Ryzen 7 5800X,RTX 3070,32,512,53681.04
2020,ASUS TUF Gaming B660M,Intel i7-12700K,RTX 3060,16,1024,36075.76
2023,MSI MAG B550 Tomahawk,AMD Ryzen 7 5800X,RTX 4090,32,2048,127689.52
2020,ASUS TUF Gaming B660M,Intel i7-12700K,RTX 3080,16,512,52900.4
2022,Gigabyte B660M DS3H,AMD Ryzen 9 5950X,RX 6700 XT,16,2048,62643.28
2020,Gigabyte B660M DS3H,AMD Ryzen 5 5600X,RTX 3060,16,512,28223.44
2022,MSI MPG Z690 EDGE,Intel i9-12900K,RTX 3060,32,1024,55152.72
2020,ASUS TUF Gaming B660M,AMD Ryzen 9 5950X,RTX 3070,16,512,51484.72
2024,ASRock X570 Phantom,AMD Ryzen 7 5800X,RTX 3060,64,2048,75348.56
2024,MSI MPG Z690 EDGE,Intel i9-12900K,RTX 4090,16,512,124978.56
2024,ASUS TUF Gaming B660M,Intel i9-12900K,RTX 3080,64,2048,110511.52
2023,ASRock X570 Phantom,AMD Ryzen 9 5950X,RTX 3070,32,512,70778.96
2021,MSI MPG Z690 EDGE,Intel i7-12700K,RTX 3070,32,1024,57880.48
2023,ASUS TUF Gaming B660M,AMD Ryzen 7 5800X,RTX 3060,32,2048,53297.44
2022,MSI MAG B550 Tomahawk,Intel i5-11400F,RTX 3080,64,1024,79895.76
2023,ASRock X570 Phantom,Intel i7-12700K,RTX 3080,16,1024,62719.44
2023,ASUS ROG STRIX B550-F,Intel i9-12900K,RTX 3080,16,2048,77968.24
2024,ASUS TUF Gaming B660M,AMD Ryzen 9 5950X,RX 7900 XTX,16,2048,101173.52
2021,ASRock X570 Phantom,AMD Ryzen 7 5800X,RTX 4090,32,2048,111217.68
2022,MSI MPG Z690 EDGE,Intel i5-11400F,RX 6700 XT,16,1024,35432.32
2023,MSI MAG B550 Tomahawk,AMD Ryzen 5 5600X,RTX 3080,32,512,63166.88
2021,ASRock X570 Phantom,Intel i7-12700K,RTX 3070,32,2048,59872.96
2022,MSI MAG B550 Tomahawk,AMD Ryzen 5 5600X,RTX 3060,32,512,36368.08
2023,MSI MPG Z690 EDGE,AMD Ryzen 9 5950X,RTX 4090,32,2048,143458.56
2023,ASRock X570 Phantom,Intel i7-12700K,RX 7900 XTX,32,2048,91523.04
2020,Gigabyte B660M DS3H,AMD Ryzen 5 5600X,RX 6700 XT,64,2048,59675.84
2022,ASUS TUF Gaming B660M,AMD Ryzen 9 5950X,RTX 3060,16,2048,57240.4
2021,MSI MPG Z690 EDGE,AMD Ryzen 5 5600X,RX 7900 XTX,16,512,59046.4
2023,ASRock X570 Phantom,AMD Ryzen 9 5950X,RTX 3080,32,2048,90955.2
2020,MSI MPG Z690 EDGE,Intel i7-12700K,RTX 3070,64,2048,69753.04
2021,ASUS ROG STRIX B550-F,AMD Ryzen 9 5950X,RTX 4090,32,1024,124400.08
2023,MSI MAG B550 Tomahawk,Intel i7-12700K,RTX 3080,16,2048,69281.52
2024,MSI MPG Z690 EDGE,Intel i9-12900K,RTX 3070,16,1024,59197.6
2022,ASUS TUF Gaming B660M,AMD Ryzen 5 5600X,RTX 4090,64,512,128248.96
2020,ASUS ROG STRIX B550-F,AMD Ryzen 7 5800X,RX 7900 XTX,64,2048,96283.04
2021,MSI MAG B550 Tomahawk,AMD Ryzen 5 5600X,RTX 3070,32,2048,50571.92
2021,ASUS TUF Gaming B660M,AMD Ryzen 5 5600X,RX 6700 XT,32,2048,48189.12
2022,ASRock X570 Phantom,Intel i5-11400F,RTX 3080,16,2048,58232.72
2020,MSI MAG B550 Tomahawk,AMD Ryzen 9 5950X,RX 6700 XT,32,1024,54723.76
2023,Gigabyte B660M DS3H,Intel i7-12700K,RX 7900 XTX,16,512,77993.44
2022,ASUS TUF Gaming B660M,AMD Ryzen 9 5950X,RTX 4090,32,512,127832.88
2023,MSI MPG Z690 EDGE,AMD Ryzen 7 5800X,RTX 3070,32,2048,69016.08
2021,Gigabyte B660M DS3H,Intel i7-12700K,RTX 4090,16,512,102151.28
2022,MSI MPG Z690 EDGE,Intel i7-12700K,RX 6700 XT,32,512,48857.76
2022,ASUS ROG STRIX B550-F,AMD Ryzen 9 5950X,RX 7900 XTX,32,512,91423.36
2020,ASUS ROG STRIX B550-F,Intel i7-12700K,RTX 3080,64,1024,78631.28
2021,ASUS ROG STRIX B550-F,AMD Ryzen 5 5600X,RX 7900 XTX,32,2048,75904.64
2024,ASRock X570 Phantom,Intel i5-11400F,RTX 3060,64,512,48193.04
2020,ASUS ROG STRIX B550-F,Intel i7-12700K,RTX 4090,32,2048,113443.68
2024,MSI MAG B550 Tomahawk,AMD Ryzen 9 5950X,RTX 3060,16,1024,57158.08
2024,ASUS TUF Gaming B660M,AMD Ryzen 5 5600X,RTX 3080,32,2048,66947.44
2022,MSI MPG Z690 EDGE,AMD Ryzen 7 5800X,RTX 3060,64,512,59118.08
2022,ASUS ROG STRIX B550-F,AMD Ryzen 7 5800X,RTX 4090,32,1024,120208.48
2021,ASUS TUF Gaming B660M,Intel i9-12900K,RX 7900 XTX,64,1024,111651.12
2021,MSI MAG B550 Tomahawk,Intel i5-11400F,RTX 3080,16,512,44370.48
2023,ASUS TUF Gaming B660M,AMD Ryzen 9 5950X,RTX 3080,32,1024,82192.32
2022,ASUS ROG STRIX B550-F,Intel i9-12900K,RX 6700 XT,32,1024,60402.72
2021,ASUS TUF Gaming B660M,AMD Ryzen 9 5950X,RTX 4090,16,2048,123940.88
2023,ASRock X570 Phantom,Intel i7-12700K,RTX 3070,16,512,47189.52
2021,ASUS ROG STRIX B550-F,AMD Ryzen 5 5600X,RTX 3080,16,2048,52688.16
2023,MSI MAG B550 Tomahawk,Intel i5-11400F,RTX 4090,16,1024,102478.32
2022,MSI MAG B550 Tomahawk,AMD Ryzen 7 5800X,RTX 4090,32,1024,115805.76
2020,MSI MPG Z690 EDGE,Intel i7-12700K,RTX 3060,32,512,40500.32
2021,ASRock X570 Phantom,Intel i7-12700K,RTX 3070,64,2048,81892.16
2022,MSI MAG B550 Tomahawk,AMD Ryzen 9 5950X,RX 6700 XT,16,2048,61402.88
2020,MSI MAG B550 Tomahawk,AMD Ryzen 7 5800X,RTX 3070,32,512,49365.68
2021,Gigabyte B660M DS3H,AMD Ryzen 9 5950X,RTX 3060,32,512,51836.4
2022,MSI MPG Z690 EDGE,AMD Ryzen 9 5950X,RTX 3060,32,1024,53796.96
2024,MSI MPG Z690 EDGE,Intel i9-12900K,RTX 3070,16,512,63089.04
2023,MSI MAG B550 Tomahawk,AMD Ryzen 9 5950X,RTX 4090,32,2048,141795.92
2022,MSI MPG Z690 EDGE,AMD Ryzen 9 5950X,RTX 3060,32,512,54862.08
2024,Gigabyte B660M DS3H,Intel i9-12900K,RX 7900 XTX,64,2048,138271.28
2021,MSI MPG Z690 EDGE,Intel i5-11400F,RX 7900 XTX,32,1024,71798.16
2020,ASUS TUF Gaming B660M,Intel i5-11400F,RX 6700 XT,64,1024,51497.04
2020,MSI MPG Z690 EDGE,Intel i9-12900K,RTX 3070,16,1024,50920.8
2020,MSI MAG B550 Tomahawk,Intel i7-12700K,RTX 3070,32,1024,55826.4
2022,ASRock X570 Phantom,AMD Ryzen 9 5950X,RTX 3070,16,1024,60683.84
2023,Gigabyte B660M DS3H,AMD Ryzen 9 5950X,RTX 3080,64,2048,104552.56
2021,MSI MAG B550 Tomahawk,AMD Ryzen 9 5950X,RTX 3060,32,2048,63234.64
2021,ASUS ROG STRIX B550-F,AMD Ryzen 5 5600X,RTX 4090,32,1024,102976.72
2024,Gigabyte B660M DS3H,AMD Ryzen 5 5600X,RTX 3060,32,1024,48355.44
2024,ASUS ROG STRIX B550-F,AMD Ryzen 5 5600X,RX 7900 XTX,32,512,85462.16
2020,MSI MPG Z690 EDGE,Intel i9-12900K,RTX 4090,64,512,126654.64
2021,MSI MAG B550 Tomahawk,AMD Ryzen 7 5800X,RX 7900 XTX,64,2048,106995.84
2020,ASUS ROG STRIX B550-F,AMD Ryzen 5 5600X,RTX 4090,16,1024,91966
2022,MSI MAG B550 Tomahawk,Intel i7-12700K,RX 7900 XTX,32,512,85164.8
2024,ASUS TUF Gaming B660M,Intel i9-12900K,RX 6700 XT,16,2048,65222.64
2020,ASUS ROG STRIX B550-F,AMD Ryzen 7 5800X,RTX 3060,64,1024,56189.84
2023,ASUS ROG STRIX B550-F,AMD Ryzen 5 5600X,RX 7900 XTX,64,2048,103895.68
2022,ASRock X570 Phantom,Intel i9-12900K,RX 6700 XT,16,2048,60641.28
2020,ASUS TUF Gaming B660M,AMD Ryzen 9 5950X,RX 7900 XTX,32,512,83838.16
2021,ASUS ROG STRIX B550-F,Intel i5-11400F,RTX 3060,32,2048,38677.52
2022,ASUS ROG STRIX B550-F,AMD Ryzen 7 5800X,RX 7900 XTX,32,2048,88522.56
2023,MSI MPG Z690 EDGE,Intel i9-12900K,RTX 3080,16,512,70360.08
2021,Gigabyte B660M DS3H,AMD Ryzen 9 5950X,RX 6700 XT,32,2048,71648.64
2020,Gigabyte B660M DS3H,AMD Ryzen 7 5800X,RTX 3060,16,1024,31773.84
2020,MSI MPG Z690 EDGE,Intel i7-12700K,RX 7900 XTX,32,1024,77466.48
2023,ASUS ROG STRIX B550-F,AMD Ryzen 9 5950X,RX 6700 XT,64,1024,89337.92
2022,ASUS ROG STRIX B550-F,AMD Ryzen 7 5800X,RTX 3080,64,2048,92070.16
2023,ASRock X570 Phantom,Intel i5-11400F,RTX 3070,16,512,38735.76
2021,Gigabyte B660M DS3H,Intel i5-11400F,RX 7900 XTX,16,512,56977.2
2021,MSI MPG Z690 EDGE,AMD Ryzen 9 5950X,RTX 3070,64,512,80960.88
2023,ASRock X570 Phantom,AMD Ryzen 7 5800X,RTX 3070,16,1024,51425.36
2023,ASUS ROG STRIX B550-F,AMD Ryzen 5 5600X,RTX 4090,16,512,106520.96
2021,ASRock X570 Phantom,AMD Ryzen 9 5950X,RX 7900 XTX,32,1024,95139.52
2023,ASUS ROG STRIX B550-F,AMD Ryzen 5 5600X,RX 6700 XT,16,512,41837.6
2022,ASRock X570 Phantom,AMD Ryzen 5 5600X,RTX 3060,32,512,37803.36
2020,ASUS ROG STRIX B550-F,AMD Ryzen 9 5950X,RTX 4090,32,1024,117971.84
2024,ASRock X570 Phantom,AMD Ryzen 9 5950X,RX 6700 XT,32,512,67828.32
2023,MSI MAG B550 Tomahawk,AMD Ryzen 5 5600X,RX 6700 XT,64,2048,70121.52
2024,ASUS ROG STRIX B550-F,AMD Ryzen 5 5600X,RTX 3070,64,512,72474.64
2024,MSI MPG Z690 EDGE,AMD Ryzen 5 5600X,RX 6700 XT,32,2048,54551.84
2020,MSI MAG B550 Tomahawk,AMD Ryzen 9 5950X,RTX 4090,32,512,114993.2
2023,ASRock X570 Phantom,AMD Ryzen 9 5950X,RTX 3080,32,2048,93822.96
2023,ASRock X570 Phantom,Intel i7-12700K,RTX 3080,64,512,85378.16
2023,Gigabyte B660M DS3H,AMD Ryzen 5 5600X,RTX 3070,64,512,71212.4
2024,MSI MAG B550 Tomahawk,Intel i9-12900K,RX 6700 XT,64,2048,96648.72
2023,ASRock X570 Phantom,Intel i9-12900K,RX 7900 XTX,64,1024,116757.76
2023,MSI MPG Z690 EDGE,AMD Ryzen 9 5950X,RX 7900 XTX,32,1024,95583.04
2021,MSI MPG Z690 EDGE,Intel i7-12700K,RTX 3080,64,2048,86067.52
2020,Gigabyte B660M DS3H,AMD Ryzen 5 5600X,RTX 3070,16,512,38334.8
2021,ASUS ROG STRIX B550-F,AMD Ryzen 5 5600X,RTX 3060,32,1024,37012.08
2022,MSI MPG Z690 EDGE,Intel i7-12700K,RX 6700 XT,16,512,38316.32
2022,MSI MAG B550 Tomahawk,Intel i9-12900K,RX 7900 XTX,16,512,80815.28
2024,ASUS TUF Gaming B660M,Intel i5-11400F,RTX 3080,32,512,63576.24
2024,MSI MAG B550 Tomahawk,Intel i5-11400F,RX 6700 XT,16,1024,37973.04
2022,ASUS TUF Gaming B660M,Intel i9-12900K,RTX 3060,64,1024,72306.08
2021,ASUS ROG STRIX B550-F,AMD Ryzen 7 5800X,RX 6700 XT,64,512,63095.2
2020,ASUS ROG STRIX B550-F,AMD Ryzen 5 5600X,RTX 3060,16,2048,31306.24
2024,Gigabyte B660M DS3H,AMD Ryzen 7 5800X,RTX 3060,64,512,65913.68
2021,Gigabyte B660M DS3H,Intel i5-11400F,RTX 3070,32,512,46749.92
2022,ASRock X570 Phantom,AMD Ryzen 5 5600X,RX 6700 XT,32,2048,49180.32
2020,ASUS TUF Gaming B660M,AMD Ryzen 9 5950X,RTX 3080,32,512,73310.72
2020,ASUS TUF Gaming B660M,AMD Ryzen 5 5600X,RTX 4090,16,512,93497.04
2023,ASUS TUF Gaming B660M,Intel i9-12900K,RX 6700 XT,16,512,54675.6
2022,ASUS ROG STRIX B550-F,AMD Ryzen 9 5950X,RTX 4090,32,2048,133843.92
2021,MSI MPG Z690 EDGE,AMD Ryzen 7 5800X,RTX 4090,16,512,102787.44
2023,ASUS TUF Gaming B660M,AMD Ryzen 5 5600X,RTX 4090,64,2048,140216.72
2022,MSI MAG B550 Tomahawk,AMD Ryzen 5 5600X,RTX 3070,16,2048,44262.96
2024,Gigabyte B660M DS3H,Intel i5-11400F,RTX 3080,32,1024,65233.84
2021,ASUS ROG STRIX B550-F,Intel i5-11400F,RTX 4090,16,2048,95936.96
2021,MSI MPG Z690 EDGE,Intel i5-11400F,RX 7900 XTX,64,2048,96307.68
2024,ASUS TUF Gaming B660M,AMD Ryzen 5 5600X,RTX 4090,64,2048,146214.88
2024,ASUS ROG STRIX B550-F,AMD Ryzen 9 5950X,RX 7900 XTX,32,1024,107320.64
2020,ASUS TUF Gaming B660M,AMD Ryzen 7 5800X,RX 6700 XT,16,2048,45590.16
2023,ASUS ROG STRIX B550-F,AMD Ryzen 9 5950X,RTX 3070,64,2048,96326.16
2024,ASUS TUF Gaming B660M,AMD Ryzen 5 5600X,RX 7900 XTX,32,2048,93391.2
2023,ASUS TUF Gaming B660M,Intel i9-12900K,RTX 3060,16,2048,53640.16
2022,MSI MPG Z690 EDGE,AMD Ryzen 9 5950X,RX 7900 XTX,64,512,113722.56
2024,MSI MPG Z690 EDGE,Intel i9-12900K,RTX 3070,16,2048,66157.84
2024,Gigabyte B660M DS3H,AMD Ryzen 7 5800X,RTX 3080,64,512,93096.64
2020,ASUS ROG STRIX B550-F,AMD Ryzen 7 5800X,RX 6700 XT,32,512,50543.36
2022,MSI MPG Z690 EDGE,AMD Ryzen 5 5600X,RX 6700 XT,16,2048,38510.64
2020,ASUS ROG STRIX B550-F,Intel i9-12900K,RX 7900 XTX,64,1024,98801.92
2020,Gigabyte B660M DS3H,AMD Ryzen 9 5950X,RTX 3060,32,1024,54049.52
2024,MSI MPG Z690 EDGE,Intel i5-11400F,RTX 4090,32,512,116279.52
2024,MSI MPG Z690 EDGE,AMD Ryzen 9 5950X,RX 7900 XTX,64,2048,133343.28
2024,ASUS ROG STRIX B550-F,Intel i9-12900K,RTX 3080,32,2048,93118.48
2024,MSI MAG B550 Tomahawk,Intel i7-12700K,RX 7900 XTX,32,2048,102618.32
2021,MSI MAG B550 Tomahawk,Intel i9-12900K,RX 6700 XT,64,512,75048.96
2022,MSI MPG Z690 EDGE,Intel i5-11400F,RTX 3070,64,1024,65899.68
2023,Gigabyte B660M DS3H,Intel i5-11400F,RTX 3060,32,512,34487.6
2023,Gigabyte B660M DS3H,AMD Ryzen 5 5600X,RTX 3060,32,2048,48783.28
2024,ASRock X570 Phantom,AMD Ryzen 7 5800X,RX 6700 XT,64,1024,82981.36
2022,MSI MPG Z690 EDGE,AMD Ryzen 5 5600X,RX 7900 XTX,32,1024,76989.36
2023,ASUS ROG STRIX B550-F,AMD Ryzen 5 5600X,RTX 3070,16,2048,46477.2
2021,Gigabyte B660M DS3H,AMD Ryzen 9 5950X,RTX 4090,16,2048,123191.04
2024,MSI MAG B550 Tomahawk,Intel i5-11400F,RX 7900 XTX,16,1024,72475.2
2023,ASUS TUF Gaming B660M,AMD Ryzen 9 5950X,RTX 3070,64,1024,85064.56
2020,MSI MAG B550 Tomahawk,AMD Ryzen 5 5600X,RTX 3060,16,1024,29699.04
2024,Gigabyte B660M DS3H,Intel i5-11400F,RX 6700 XT,16,512,31839.92
2022,ASRock X570 Phantom,Intel i9-12900K,RTX 3080,32,1024,77106.96
2020,MSI MAG B550 Tomahawk,Intel i7-12700K,RX 6700 XT,32,512,46044.32
2022,ASRock X570 Phantom,Intel i7-12700K,RTX 3070,64,1024,76249.6
2020,ASRock X570 Phantom,AMD Ryzen 7 5800X,RTX 3080,16,512,54041.68
2023,ASUS TUF Gaming B660M,AMD Ryzen 7 5800X,RTX 3080,64,1024,89928.72
2022,ASRock X570 Phantom,AMD Ryzen 5 5600X,RX 7900 XTX,64,512,93532.88
2021,MSI MPG Z690 EDGE,AMD Ryzen 9 5950X,RTX 4090,32,2048,127705.2
2023,Gigabyte B660M DS3H,AMD Ryzen 9 5950X,RTX 3080,16,2048,82979.12
2024,MSI MPG Z690 EDGE,AMD Ryzen 5 5600X,RTX 3070,32,1024,56956.48
2024,MSI MPG Z690 EDGE,AMD Ryzen 9 5950X,RTX 4090,64,1024,159905.2
2020,MSI MAG B550 Tomahawk,AMD Ryzen 9 5950X,RTX 3060,64,2048,76592.32
2022,MSI MAG B550 Tomahawk,AMD Ryzen 9 5950X,RTX 3060,64,2048,79829.12
2020,Gigabyte B660M DS3H,AMD Ryzen 7 5800X,RX 6700 XT,64,512,63241.36
2024,ASRock X570 Phantom,Intel i7-12700K,RTX 4090,64,512,148325.52
2020,ASUS ROG STRIX B550-F,AMD Ryzen 7 5800X,RTX 3070,16,1024,49825.44
2021,ASUS TUF Gaming B660M,AMD Ryzen 9 5950X,RX 6700 XT,32,512,57240.96
2024,ASUS TUF Gaming B660M,Intel i9-12900K,RTX 4090,64,512,155411.76
2023,Gigabyte B660M DS3H,Intel i9-12900K,RTX 4090,16,1024,123950.96
2020,MSI MPG Z690 EDGE,Intel i9-12900K,RTX 4090,32,512,111193.6
2020,MSI MPG Z690 EDGE,AMD Ryzen 7 5800X,RTX 3070,32,512,52311.84
2021,MSI MAG B550 Tomahawk,Intel i5-11400F,RTX 3070,32,1024,40370.4
2021,ASRock X570 Phantom,AMD Ryzen 7 5800X,RTX 3080,16,512,51788.24
2020,ASRock X570 Phantom,AMD Ryzen 5 5600X,RTX 3060,32,512,29730.4
2023,ASRock X570 Phantom,Intel i9-12900K,RTX 4090,16,512,123715.2
2021,ASRock X570 Phantom,AMD Ryzen 7 5800X,RX 6700 XT,16,1024,46557.84
2024,ASUS TUF Gaming B660M,AMD Ryzen 5 5600X,RTX 3060,32,512,39714.08
2022,MSI MAG B550 Tomahawk,AMD Ryzen 7 5800X,RTX 4090,16,1024,109231.36
2020,Gigabyte B660M DS3H,AMD Ryzen 9 5950X,RTX 3070,16,1024,54789.84
2024,Gigabyte B660M DS3H,AMD Ryzen 9 5950X,RTX 3060,16,2048,64087.52
2021,ASUS TUF Gaming B660M,AMD Ryzen 7 5800X,RTX 4090,32,512,107401.84
2024,ASUS ROG STRIX B550-F,Intel i7-12700K,RTX 3080,64,512,93410.24
2021,ASUS TUF Gaming B660M,AMD Ryzen 5 5600X,RX 6700 XT,32,512,42350.56
2020,ASRock X570 Phantom,AMD Ryzen 7 5800X,RTX 3080,64,512,77254.8
2020,ASRock X570 Phantom,AMD Ryzen 5 5600X,RTX 3080,64,1024,71484.56
